target,modelo,MAE,RMSE,MAPE_pct,WAPE_pct
cif_usd,Ridge,124175945.83522242,151264087.20082152,7.319062442767181,7.340330600807972
cif_usd,HistGradientBoosting,124289174.6964886,154088337.7820621,7.238354855289088,7.347023823635118
cif_usd,Naive_12,278915991.51166666,298303370.1934573,16.504020344122576,16.487376631417273
peso_neto_kg,HistGradientBoosting,112124741.32730268,131902512.52940398,9.427491708940428,9.508768536340138
peso_neto_kg,Ridge,119750649.89523733,136105177.52074185,10.07970831303963,10.155485742492806
peso_neto_kg,Naive_12,161055597.11916667,180926629.39413095,13.549768271476589,13.658362787368997
